2024-01-22 13:19:26,842 INFO    StreamThr :8682 [internal.py:wandb_internal():86] W&B internal server running at pid: 8682, started at: 2024-01-22 13:19:26.841463
2024-01-22 13:19:26,843 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: status
2024-01-22 13:19:26,844 INFO    WriterThread:8682 [datastore.py:open_for_write():85] open: /home/felix/Documents/git/2023-felix-ma/class_estimation/wandb/run-20240122_131926-0vaub2rl/run-0vaub2rl.wandb
2024-01-22 13:19:26,845 DEBUG   SenderThread:8682 [sender.py:send():380] send: header
2024-01-22 13:19:26,846 DEBUG   SenderThread:8682 [sender.py:send():380] send: run
2024-01-22 13:19:27,874 INFO    SenderThread:8682 [dir_watcher.py:__init__():211] watching files in: /home/felix/Documents/git/2023-felix-ma/class_estimation/wandb/run-20240122_131926-0vaub2rl/files
2024-01-22 13:19:27,874 INFO    SenderThread:8682 [sender.py:_start_run_threads():1122] run started: 0vaub2rl with start time 1705925966.840678
2024-01-22 13:19:27,881 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: check_version
2024-01-22 13:19:27,882 DEBUG   SenderThread:8682 [sender.py:send_request():407] send_request: check_version
2024-01-22 13:19:28,149 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: run_start
2024-01-22 13:19:28,158 DEBUG   HandlerThread:8682 [system_info.py:__init__():32] System info init
2024-01-22 13:19:28,158 DEBUG   HandlerThread:8682 [system_info.py:__init__():47] System info init done
2024-01-22 13:19:28,158 INFO    HandlerThread:8682 [system_monitor.py:start():181] Starting system monitor
2024-01-22 13:19:28,158 INFO    SystemMonitor:8682 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-01-22 13:19:28,159 INFO    SystemMonitor:8682 [interfaces.py:start():190] Started cpu monitoring
2024-01-22 13:19:28,159 INFO    HandlerThread:8682 [system_monitor.py:probe():201] Collecting system info
2024-01-22 13:19:28,160 INFO    SystemMonitor:8682 [interfaces.py:start():190] Started disk monitoring
2024-01-22 13:19:28,160 INFO    SystemMonitor:8682 [interfaces.py:start():190] Started gpu monitoring
2024-01-22 13:19:28,161 INFO    SystemMonitor:8682 [interfaces.py:start():190] Started memory monitoring
2024-01-22 13:19:28,162 INFO    SystemMonitor:8682 [interfaces.py:start():190] Started network monitoring
2024-01-22 13:19:28,167 DEBUG   HandlerThread:8682 [system_info.py:probe():196] Probing system
2024-01-22 13:19:28,169 DEBUG   HandlerThread:8682 [system_info.py:_probe_git():181] Probing git
2024-01-22 13:19:28,175 DEBUG   HandlerThread:8682 [system_info.py:_probe_git():189] Probing git done
2024-01-22 13:19:28,175 DEBUG   HandlerThread:8682 [system_info.py:probe():244] Probing system done
2024-01-22 13:19:28,175 DEBUG   HandlerThread:8682 [system_monitor.py:probe():210] {'os': 'Linux-6.5.0-14-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-01-22T12:19:28.167441', 'startedAt': '2024-01-22T12:19:26.837192', 'docker': None, 'cuda': None, 'args': ('--dataset', 'photo'), 'state': 'running', 'program': '/home/felix/Documents/git/2023-felix-ma/class_estimation/class_estimation_main.py', 'codePathLocal': 'class_estimation_main.py', 'codePath': 'class_estimation/class_estimation_main.py', 'git': {'remote': 'git@gitlab.informatik.uni-ulm.de:dbis/data-science-and-big-data-analytics/teaching/2023-felix-ma.git', 'commit': '5744f602c5d0ac91af8fc40f8590ea49bd64cf93'}, 'email': 'burrfelix@aol.de', 'root': '/home/felix/Documents/git/2023-felix-ma', 'host': 'felix-IdeaPad-5-Pro-16ACH6', 'username': 'felix', 'executable': '/usr/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3.077833333333334, 'min': 400.0, 'max': 4280.0}, 'cpu_freq_per_core': [{'current': 3.392, 'min': 400.0, 'max': 4280.0}, {'current': 3.776, 'min': 400.0, 'max': 4280.0}, {'current': 0.4, 'min': 400.0, 'max': 4280.0}, {'current': 3.38, 'min': 400.0, 'max': 4280.0}, {'current': 0.4, 'min': 400.0, 'max': 4280.0}, {'current': 4.206, 'min': 400.0, 'max': 4280.0}, {'current': 3.658, 'min': 400.0, 'max': 4280.0}, {'current': 3.421, 'min': 400.0, 'max': 4280.0}, {'current': 3.542, 'min': 400.0, 'max': 4280.0}, {'current': 3.849, 'min': 400.0, 'max': 4280.0}, {'current': 3.566, 'min': 400.0, 'max': 4280.0}, {'current': 3.344, 'min': 400.0, 'max': 4280.0}], 'disk': {'/': {'total': 429.5657424926758, 'used': 137.88824081420898}}, 'gpu': 'NVIDIA GeForce GTX 1650', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650', 'memory_total': 4294967296}], 'memory': {'total': 14.968879699707031}}
2024-01-22 13:19:28,175 INFO    HandlerThread:8682 [system_monitor.py:probe():211] Finished collecting system info
2024-01-22 13:19:28,175 INFO    HandlerThread:8682 [system_monitor.py:probe():214] Publishing system info
2024-01-22 13:19:28,175 DEBUG   HandlerThread:8682 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-01-22 13:19:28,175 DEBUG   HandlerThread:8682 [system_info.py:_save_pip():68] Saving pip packages done
2024-01-22 13:19:28,175 INFO    HandlerThread:8682 [system_monitor.py:probe():216] Finished publishing system info
2024-01-22 13:19:28,178 DEBUG   SenderThread:8682 [sender.py:send():380] send: files
2024-01-22 13:19:28,178 INFO    SenderThread:8682 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-01-22 13:19:28,181 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: stop_status
2024-01-22 13:19:28,181 DEBUG   SenderThread:8682 [sender.py:send_request():407] send_request: stop_status
2024-01-22 13:19:28,224 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: internal_messages
2024-01-22 13:19:28,478 DEBUG   SenderThread:8682 [sender.py:send():380] send: telemetry
2024-01-22 13:19:28,735 INFO    wandb-upload_0:8682 [upload_job.py:push():131] Uploaded file /tmp/tmpbxv74al7wandb/9hlw6m4b-wandb-metadata.json
2024-01-22 13:19:28,876 INFO    Thread-12 :8682 [dir_watcher.py:_on_file_created():271] file/dir created: /home/felix/Documents/git/2023-felix-ma/class_estimation/wandb/run-20240122_131926-0vaub2rl/files/output.log
2024-01-22 13:19:28,876 INFO    Thread-12 :8682 [dir_watcher.py:_on_file_created():271] file/dir created: /home/felix/Documents/git/2023-felix-ma/class_estimation/wandb/run-20240122_131926-0vaub2rl/files/requirements.txt
2024-01-22 13:19:28,876 INFO    Thread-12 :8682 [dir_watcher.py:_on_file_created():271] file/dir created: /home/felix/Documents/git/2023-felix-ma/class_estimation/wandb/run-20240122_131926-0vaub2rl/files/wandb-metadata.json
2024-01-22 13:19:30,084 DEBUG   SenderThread:8682 [sender.py:send():380] send: exit
2024-01-22 13:19:30,084 INFO    SenderThread:8682 [sender.py:send_exit():585] handling exit code: 1
2024-01-22 13:19:30,084 INFO    SenderThread:8682 [sender.py:send_exit():587] handling runtime: 1
2024-01-22 13:19:30,085 INFO    SenderThread:8682 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-22 13:19:30,085 INFO    SenderThread:8682 [sender.py:send_exit():593] send defer
2024-01-22 13:19:30,085 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: defer
2024-01-22 13:19:30,085 INFO    HandlerThread:8682 [handler.py:handle_request_defer():170] handle defer: 0
2024-01-22 13:19:30,085 DEBUG   SenderThread:8682 [sender.py:send_request():407] send_request: defer
2024-01-22 13:19:30,085 INFO    SenderThread:8682 [sender.py:send_request_defer():609] handle sender defer: 0
2024-01-22 13:19:30,085 INFO    SenderThread:8682 [sender.py:transition_state():613] send defer: 1
2024-01-22 13:19:30,086 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: defer
2024-01-22 13:19:30,086 INFO    HandlerThread:8682 [handler.py:handle_request_defer():170] handle defer: 1
2024-01-22 13:19:30,086 DEBUG   SenderThread:8682 [sender.py:send_request():407] send_request: defer
2024-01-22 13:19:30,086 INFO    SenderThread:8682 [sender.py:send_request_defer():609] handle sender defer: 1
2024-01-22 13:19:30,086 INFO    SenderThread:8682 [sender.py:transition_state():613] send defer: 2
2024-01-22 13:19:30,086 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: defer
2024-01-22 13:19:30,086 INFO    HandlerThread:8682 [handler.py:handle_request_defer():170] handle defer: 2
2024-01-22 13:19:30,086 INFO    HandlerThread:8682 [system_monitor.py:finish():190] Stopping system monitor
2024-01-22 13:19:30,086 DEBUG   SystemMonitor:8682 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-01-22 13:19:30,086 DEBUG   SystemMonitor:8682 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2024-01-22 13:19:30,086 DEBUG   SystemMonitor:8682 [system_monitor.py:_start():170] Publishing last batch of metrics
2024-01-22 13:19:30,087 INFO    HandlerThread:8682 [interfaces.py:finish():202] Joined cpu monitor
2024-01-22 13:19:30,087 INFO    HandlerThread:8682 [interfaces.py:finish():202] Joined disk monitor
2024-01-22 13:19:30,141 INFO    HandlerThread:8682 [interfaces.py:finish():202] Joined gpu monitor
2024-01-22 13:19:30,142 INFO    HandlerThread:8682 [interfaces.py:finish():202] Joined memory monitor
2024-01-22 13:19:30,142 INFO    HandlerThread:8682 [interfaces.py:finish():202] Joined network monitor
2024-01-22 13:19:30,142 DEBUG   SenderThread:8682 [sender.py:send_request():407] send_request: defer
2024-01-22 13:19:30,142 INFO    SenderThread:8682 [sender.py:send_request_defer():609] handle sender defer: 2
2024-01-22 13:19:30,142 INFO    SenderThread:8682 [sender.py:transition_state():613] send defer: 3
2024-01-22 13:19:30,142 DEBUG   SenderThread:8682 [sender.py:send():380] send: stats
2024-01-22 13:19:30,142 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: defer
2024-01-22 13:19:30,143 INFO    HandlerThread:8682 [handler.py:handle_request_defer():170] handle defer: 3
2024-01-22 13:19:30,143 DEBUG   SenderThread:8682 [sender.py:send_request():407] send_request: defer
2024-01-22 13:19:30,143 INFO    SenderThread:8682 [sender.py:send_request_defer():609] handle sender defer: 3
2024-01-22 13:19:30,143 INFO    SenderThread:8682 [sender.py:transition_state():613] send defer: 4
2024-01-22 13:19:30,143 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: defer
2024-01-22 13:19:30,143 INFO    HandlerThread:8682 [handler.py:handle_request_defer():170] handle defer: 4
2024-01-22 13:19:30,144 DEBUG   SenderThread:8682 [sender.py:send_request():407] send_request: defer
2024-01-22 13:19:30,144 INFO    SenderThread:8682 [sender.py:send_request_defer():609] handle sender defer: 4
2024-01-22 13:19:30,144 INFO    SenderThread:8682 [sender.py:transition_state():613] send defer: 5
2024-01-22 13:19:30,144 DEBUG   HandlerThread:8682 [handler.py:handle_request():144] handle_request: defer
